bs
Index Size (KB)	Execution time (us)
256	1465|317
512	1520|833
1024	1970|730
2048	2115|208
4096	3461|230
8192	null|null
16384	null|null

bs-pfo
Index Size (KB)	Execution time (us)
256	2256|100
512	2295|103
1024	2725|777
2048	2998|63
4096	4450|91
8192	7449|690
16384	12987|63


bs-scan
Index Size (KB)	Execution time (us)
256	244925|632
512	488768|293
1024	975113|574
2048	1949628|1523
4096	3919898|1201
8192	7848765|64155
16384	15672917|8220
