kmeans
Data Size (MB)	Execution time (us)
1	251544|849
2	500778|2003
4	998813|5243
8	2001726|19048
16	3995529|10759

kmeans-pfo
Data Size (MB)	Execution time (us)
1	295317|971
2	584569|3461
4	1163014|9839
8	2314911|5692
16	4690383|186980


kmeans-scan
Data Size (MB)	Execution time (us)
1	8623641|36412
2	16744162|40759
4	32919011|85893
8	65459127|177331
16	130338501|354321
