kmeans
k	Execution time (us)
128	998813|5243
256	1818259|11604
512	3608546|8227
1024	null|null
2048	null|null

kmeans-pfo
k	Execution time (us)
128	1163014|9839
256	2002875|7484
512	3837437|16060
1024	7581968|25376
2048	16078687|13196

kmeans-scan
k	Execution time (us)
128	32919011|85893
256	68253773|178831
512	145907052|351311
1024	462102602|1051331
2048	2288815614|6132311

