CMO
N (in power of 2) 	Execution time (usec)
14	11214027|0
15	22451170|0
16	44959436|0

Scan (Baseline)
N (in power of 2)	Execution time (usec)
14	13053992|0
15	27666774|0
16	59718895|0

