CMO
Number of queries	Execution time (usec)
10	3362|151
100	3366|423
1000	3461|230
10000	27654|216
100000	282444|28510

Scan (Baseline)
Number of queries	Execution time (usec)
10	40695|1599
100	403886|2876
1000	3919898|1201
10000	40209922|29862
100000	404001331|313641

