CMO
N (in power of 2)	Execution time (usec)
16	1465|317
17	1520|833
18	1970|730
19	2115|208
20	3461|230

Scan (Baseline)
N (in power of 2)	Execution time (usec)
16	244925|632
17	488768|293
18	975113|574
19	1949628|1523
20	3919898|1201
